Round	Out	Left	Right	Game Type
1	242	97	161	3
2	243	95	162	3
3	236	106	158	3
4	237	107	156	3
5	244	120	136	3
6	233	118	149	3
7	240	115	145	3
8	238	128	134	3
9	241	122	137	3
10	242	119	139	3
11	237	150	113	3
12	247	153	100	3
13	237	145	118	3
14	239	150	111	3
15	244	140	116	3
16	242	154	104	3
17	240	150	110	3
18	249	164	87	3
19	242	168	90	3
20	251	166	83	3
21	228	170	102	3
22	247	191	62	3
23	243	176	81	3
24	230	178	92	3
25	238	183	79	3
26	249	185	66	3
27	245	199	56	3
28	238	199	63	3
29	226	208	66	3
30	235	206	59	3
31	247	197	56	3
32	236	217	47	3
33	245	213	42	3
34	238	217	45	3
35	260	208	32	3
36	250	211	39	3
37	230	232	38	3
38	254	208	38	3
39	252	209	39	3
40	256	218	26	3
41	240	230	30	3
42	244	225	31	3
43	263	215	22	3
44	245	242	13	3
45	243	233	24	3
46	246	233	21	3
47	248	229	23	3
48	254	237	9	3
49	248	240	12	3
50	240	250	10	3
51	240	250	10	3
52	250	240	10	3
53	235	250	15	3
54	232	252	16	3
55	248	245	7	3
56	244	247	9	3
57	254	240	6	3
58	240	254	6	3
59	235	254	11	3
60	247	249	4	3
61	250	249	1	3
62	255	243	2	3
63	235	258	7	3
64	240	255	5	3
65	244	252	4	3
66	241	255	4	3
67	243	254	3	3
68	253	243	4	3
69	247	251	2	3
70	245	252	3	3
71	240	259	1	3
72	245	252	3	3
73	234	263	3	3
74	237	263	0	3
75	265	235	0	3
76	235	261	4	3
77	235	264	1	3
78	251	248	1	3
79	234	264	2	3
80	236	263	1	3
81	247	253	0	3
82	247	251	2	3
83	233	266	1	3
84	240	259	1	3
85	237	263	0	3
86	228	272	0	3
87	245	255	0	3
88	252	248	0	3
89	247	253	0	3
90	237	263	0	3
91	249	251	0	3
92	255	245	0	3
93	257	243	0	3
94	254	246	0	3
95	252	248	0	3
96	249	251	0	3
97	261	239	0	3
98	245	255	0	3
99	247	253	0	3
100	250	250	0	3
101	257	243	0	3
102	251	249	0	3
103	245	255	0	3
104	255	245	0	3
105	239	261	0	3
106	240	260	0	3
107	239	261	0	3
108	234	266	0	3
109	227	273	0	3
110	237	263	0	3
111	240	260	0	3
112	244	256	0	3
113	239	261	0	3
114	234	266	0	3
115	249	251	0	3
116	247	253	0	3
117	228	272	0	3
118	237	263	0	3
119	245	255	0	3
120	263	237	0	3
121	244	256	0	3
122	256	244	0	3
123	248	252	0	3
124	250	250	0	3
125	256	244	0	3
126	240	260	0	3
127	219	281	0	3
128	247	253	0	3
129	250	250	0	3
130	235	265	0	3
131	242	258	0	3
132	250	250	0	3
133	245	255	0	3
134	257	243	0	3
135	234	266	0	3
136	259	241	0	3
137	226	274	0	3
138	248	252	0	3
139	250	250	0	3
140	256	244	0	3
141	236	264	0	3
142	230	270	0	3
143	252	248	0	3
144	254	246	0	3
145	240	260	0	3
146	245	255	0	3
147	237	263	0	3
148	243	257	0	3
149	245	255	0	3
150	238	262	0	3
151	246	254	0	3
152	250	250	0	3
153	257	243	0	3
154	241	259	0	3
155	237	263	0	3
156	244	256	0	3
157	211	289	0	3
158	243	257	0	3
159	234	266	0	3
160	239	261	0	3
161	245	255	0	3
162	250	250	0	3
163	247	253	0	3
164	246	254	0	3
165	241	259	0	3
166	227	273	0	3
167	233	267	0	3
168	250	250	0	3
169	241	259	0	3
170	240	260	0	3
171	246	254	0	3
172	249	251	0	3
173	249	251	0	3
174	247	253	0	3
175	251	249	0	3
176	245	255	0	3
177	247	253	0	3
